0.863808	0.596894	0.424619	0.527908
0.018845	0.680452	0.587197	0.528043
0.171511	0.888097	0.571716	0.497273
0.461371	0.438319	0.487887	0.475386
0.158768	0.359993	0.337414	0.523372
0.450684	0.252086	0.525779	0.519551
0.637902	0.675201	0.609214	0.513737
0.685894	0.49847	0.632002	0.481123
0.871116	0.589663	0.521726	0.488707
0.310455	0.363955	0.576725	0.506675
0.279455	0.151524	0.403887	0.465181
0.944694	0.174734	0.412572	0.527973
0.669954	0.51115	0.460681	0.449256
0.35555	0.861446	0.351795	0.433876
0.647989	0.352726	0.553068	0.487478
0.589924	0.395102	0.497922	0.468764
0.511946	0.805511	0.515903	0.509827
0.0697737	0.414196	0.541323	0.463898
0.00982342	0.505192	0.57413	0.49195
0.265456	0.849693	0.46234	0.491521
0.910816	0.796694	0.47613	0.487712
0.278564	0.497977	0.369713	0.48862
0.319042	0.514704	0.530076	0.530246
0.260528	0.446233	0.575595	0.457068
0.829549	0.670286	0.595868	0.523671
0.115225	0.180249	0.514821	0.457252
0.946972	0.279342	0.486338	0.514771
0.855779	0.669991	0.677613	0.517841
0.593067	0.350809	0.529897	0.531059
0.224475	0.165937	0.603622	0.536831
0.767106	0.150971	0.592087	0.522946
0.481043	0.877912	0.583085	0.528327
0.803144	0.69328	0.445191	0.494837
0.120701	0.490243	0.535793	0.534511
0.78318	0.34735	0.493224	0.469336
0.341189	0.523932	0.540809	0.447182
0.655942	0.531171	0.545908	0.471103
0.00777385	0.199739	0.546776	0.54155
0.628936	0.411158	0.432304	0.48337
0.522767	0.508967	0.393838	0.523915
0.477865	0.300652	0.531944	0.518196
0.804368	0.673587	0.540723	0.494133
0.0140454	0.263062	0.381529	0.457328
0.706266	0.575551	0.706226	0.471659
0.0257616	0.426058	0.441934	0.479074
0.511843	0.423107	0.427308	0.472726
0.500675	0.405542	0.459791	0.507589
0.18181	0.411956	0.484805	0.502283
0.117593	0.462548	0.484828	0.47084
0.0376823	0.477026	0.497948	0.473231
0.234537	0.367524	0.437045	0.482153
0.573649	0.0695287	0.66196	0.508389
0.600222	0.269973	0.380238	0.522591
0.992049	0.706148	0.47731	0.451481
0.69439	0.564208	0.425251	0.522254
0.663647	0.293278	0.437486	0.513928
0.309217	0.420691	0.608841	0.471511
0.372583	0.746946	0.673407	0.516216
0.842668	0.471655	0.553236	0.500869
0.0773048	0.470188	0.511126	0.563798
0.474774	0.369452	0.58516	0.466001
0.226439	0.818149	0.499816	0.48123
0.841104	0.534148	0.644258	0.454106
0.937873	0.350626	0.56705	0.463027
0.57769	0.444274	0.433392	0.482841
0.830559	0.644902	0.519936	0.458686
0.729211	0.248798	0.443344	0.543224
0.453512	0.421287	0.479198	0.525743
0.715611	0.324336	0.462356	0.514652
0.382132	0.555976	0.416454	0.514028
0.0466657	0.683739	0.522781	0.52851
0.796984	0.416753	0.36174	0.498071
0.514662	0.288132	0.45058	0.478482
0.0804849	0.432865	0.457686	0.517522
0.615868	0.623383	0.536967	0.466707
0.553143	0.251576	0.348807	0.430238
0.0833822	0.63839	0.481697	0.492917
0.46747	0.584946	0.441845	0.524465
0.797064	0.498911	0.573381	0.559226
0.901842	0.124275	0.396804	0.471496
0.67925	0.398215	0.49124	0.50887
0.352814	0.509226	0.563988	0.519575
0.100805	0.719307	0.588178	0.499476
0.996345	0.364375	0.492878	0.524731
0.0238395	0.246719	0.438229	0.509946
0.179427	0.761113	0.569101	0.502297
0.612517	0.495159	0.519092	0.557168
0.5828	0.627049	0.544202	0.500968
0.597959	0.405511	0.601165	0.49614
0.59593	0.396107	0.716776	0.50773
0.179421	0.833989	0.39336	0.550968
0.645849	0.837713	0.321501	0.520042
0.966269	0.546059	0.582907	0.506397
0.832761	0.410899	0.464053	0.498941
0.564883	0.734368	0.415569	0.496317
0.0893007	0.589417	0.431392	0.532612
0.0715324	0.570659	0.619796	0.470393
0.476163	0.273081	0.336487	0.534534
0.0297292	0.931356	0.513013	0.47302
0.467686	0.424842	0.377484	0.538216
0.507633	0.697573	0.617182	0.529585
0.871793	0.62607	0.354116	0.51184
0.200712	0.625299	0.380697	0.550464
0.342086	0.205409	0.50953	0.519172
0.689957	0.587551	0.428468	0.436249
0.856164	0.421923	0.447088	0.509982
0.185694	0.799415	0.412897	0.492244
0.678169	0.38324	0.510044	0.443712
0.409985	0.780424	0.37283	0.493707
0.21771	0.589066	0.360994	0.504624
0.152456	0.401416	0.404422	0.464892
0.0409861	0.435775	0.573424	0.503701
0.962631	0.525371	0.525201	0.52033
0.357061	0.59154	0.427715	0.511474
0.868373	0.295379	0.585955	0.497402
0.343599	0.673464	0.425648	0.550505
0.500813	0.307949	0.550809	0.556041
0.393693	0.275727	0.364698	0.499913
0.773102	0.509551	0.720199	0.532606
0.217578	0.451475	0.332652	0.48208
0.789128	0.184562	0.497802	0.497051
0.517988	0.311782	0.552146	0.50034
0.203666	0.503653	0.587564	0.553486
0.3042	0.557533	0.559524	0.537813
0.540579	0.176873	0.570209	0.489205
0.997163	0.589497	0.399627	0.515478
0.49474	0.607807	0.453002	0.435159
0.995838	0.44808	0.46525	0.455268
0.126793	0.263341	0.506959	0.481799
0.912319	0.579336	0.514146	0.510753
0.326998	0.659357	0.512746	0.457169
0.43639	0.489788	0.530903	0.502366
0.908842	0.803592	0.28077	0.453813
0.652858	0.563215	0.471763	0.523418
0.289292	0.46087	0.71747	0.513625
0.435246	0.546275	0.592426	0.534907
0.654812	0.977457	0.555791	0.457301
0.363117	0.608456	0.412478	0.463265
0.959204	0.342381	0.46508	0.486277
0.847569	0.431429	0.639594	0.465222
0.559947	0.510151	0.519724	0.475059
0.0824273	0.221626	0.249285	0.505896
0.599873	0.735815	0.423334	0.485706
0.8796	0.919466	0.494788	0.533497
0.990227	0.646983	0.412194	0.520724
0.121009	0.48382	0.420164	0.47656
0.93441	0.724319	0.513129	0.49888
0.615169	0.33327	0.531013	0.486362
0.111375	0.656124	0.646114	0.500986
0.365681	0.529794	0.417216	0.489897
0.413989	0.541272	0.653874	0.510443
0.221179	0.590259	0.4476	0.483064
0.579732	0.760038	0.465171	0.455722
0.525934	0.0723117	0.588376	0.467504
0.369651	0.552988	0.501314	0.5156
0.136807	0.519474	0.401308	0.540393
0.152476	0.571211	0.463055	0.539427
0.845578	0.559608	0.399972	0.487361
0.765008	0.517715	0.516753	0.502481
0.913657	0.513364	0.584601	0.503861
0.771967	0.144406	0.536145	0.465424
0.269858	0.445073	0.43608	0.500888
0.687478	0.586548	0.57823	0.501662
0.0509514	0.568352	0.433792	0.511887
0.898379	0.526959	0.440747	0.504804
0.443497	0.588616	0.443991	0.545965
0.876081	0.376441	0.425148	0.513282
0.428552	0.613262	0.506981	0.527332
0.768346	0.124151	0.531143	0.469009
0.910818	0.330711	0.452392	0.496745
0.536783	0.341623	0.526529	0.463224
0.0175929	0.524567	0.552374	0.499008
0.163534	0.294594	0.480414	0.525206
0.403276	0.302466	0.515867	0.479733
0.40091	0.499678	0.450727	0.537169
0.148799	0.37075	0.536109	0.485201
0.156355	0.409369	0.709536	0.506306
0.759303	0.26505	0.589324	0.464472
0.803547	0.29713	0.42456	0.515459
0.415981	0.390381	0.447259	0.46927
0.291389	0.769566	0.511669	0.484379
0.671975	0.104227	0.609736	0.467541
0.768514	0.0540785	0.498571	0.535544
0.429358	0.85326	0.365655	0.509205
0.547594	0.463357	0.659905	0.581498
0.666226	0.622375	0.448442	0.479426
0.362208	0.597892	0.44106	0.507847
0.221579	0.831862	0.672685	0.50138
0.151377	0.701979	0.593149	0.522482
0.25226	0.240934	0.470905	0.491527
0.50437	0.53473	0.487779	0.543098
0.728608	0.259633	0.400791	0.48367
0.473694	0.21256	0.313422	0.528797
0.58741	0.607635	0.465681	0.519061
0.989833	0.32945	0.560285	0.445098
0.966964	0.399228	0.436012	0.45233
0.60145	0.255703	0.388617	0.533669
0.925764	0.539711	0.531014	0.576269
0.578023	0.746621	0.580047	0.525282
0.32561	0.100805	0.679147	0.475761
0.13661	0.710723	0.48998	0.559631
0.0827398	0.558594	0.474397	0.472068
0.949258	0.587818	0.456068	0.510106
0.771461	0.298825	0.592009	0.489001
0.914026	0.427514	0.518069	0.49781
0.748718	0.00285656	0.513314	0.473564
0.317526	0.945384	0.582135	0.496806
0.187132	0.563651	0.450279	0.485893
0.865651	0.23982	0.462163	0.462624
0.128829	0.551478	0.377459	0.485408
0.143838	0.845286	0.379366	0.528278
0.941906	0.367486	0.625705	0.518754
0.575328	0.791256	0.435718	0.457835
0.660629	0.343324	0.504892	0.506488
0.233787	0.698943	0.45672	0.52638
0.034675	0.406004	0.547403	0.503468
0.20195	0.826378	0.636982	0.504348
0.782235	0.32316	0.485038	0.500511
0.45545	0.515713	0.494983	0.480587
0.601991	0.388299	0.451718	0.533591
0.592689	0.590561	0.364091	0.503445
0.42371	0.749032	0.505987	0.560362
0.213119	0.496571	0.509717	0.493376
0.585559	0.906657	0.51719	0.48074
0.41196	0.772932	0.495134	0.540587
0.32599	0.917493	0.575448	0.471341
0.898863	0.650098	0.499211	0.475629
0.200226	0.250127	0.577491	0.507665
0.981527	0.387297	0.415792	0.506125
0.925221	0.746511	0.454809	0.46714
0.964068	0.721677	0.580761	0.507586
0.303453	0.444928	0.680455	0.510267
0.924908	0.550445	0.492427	0.494511
0.56539	0.732898	0.612248	0.473419
0.559567	0.845554	0.471266	0.51896
0.57663	0.191461	0.472412	0.508037
0.453276	0.281481	0.361856	0.449642
0.62685	0.491372	0.489551	0.553647
0.344774	0.819508	0.44712	0.513685
0.792569	0.710162	0.478592	0.469078
0.694992	0.768601	0.517794	0.479932
0.909708	0.292883	0.501554	0.534303
0.928672	0.228162	0.557454	0.45095
0.535855	0.482489	0.454308	0.563772
0.487697	0.651999	0.657933	0.454383
0.6347	0.145174	0.547575	0.512984
0.249896	0.330778	0.459928	0.467505
0.206067	0.842312	0.517651	0.505325
